yyyymmdd,hhmmss,storm#,latstorm,lonstorm,altsnd, latsnd,  lonsnd,  tbot, ttop1, ttop2, ttop3, ttop4, ttop5,  wbot, wtop1, wtop2, wtop3, wtop4, wtop5,dirstm,spdstm,sndang,snddist,suptime,ntime,tor,tordur,torday,outflow
20130530,210705,storm1,  35.081, -97.451,   402, 35.054, -97.688,    10, 10860, 10860, 10860, 10860, 10860,    10, 10860, 10860, 10860, 10860, 10860, 262.0,   7.4,   178,     22,   3.78, 0.73, -2,   0.0,  1.0,0.0
20130530,211400,storm1,  35.088, -97.405,   394, 35.291, -97.775,    10, 12600, 12600, 12600, 12600, 12600,    10, 12600, 12600, 12600, 12600, 12600, 265.9,   8.4,   141,     40,   3.93, 0.76, -2,   0.0,  1.0,0.0
20130530,212900,storm1,  35.093, -97.326,   402, 34.940, -97.337,    10,  6600,  7890,  8150,  8420, 12400,    10,  8200,  8200,  8200,  8200, 12590, 260.1,   8.5,  -105,     17,   4.16, 0.81, -2,   0.0,  1.0,0.0
20130530,213406,storm1,  35.093, -97.301,   395, 35.015, -97.551,    10,  8550,  8550,  8550,  8550,  8550,    10,  8550,  8550,  8550,  8550,  8550, 257.6,   8.5,  -174,     24,   4.24, 0.82, -2,   0.0,  1.0,0.0
20130530,220000,storm1,  35.126, -97.145,   411, 34.885, -97.029,    10,  3700,  6290,  7760,  9990, 12580,    10,    10, 10190, 10190, 12580, 12580, 263.5,   9.5,   -76,     29,   4.70, 0.91, -2,   0.0,  1.0,0.0
20130530,221607,storm1,  35.133, -97.059,   347, 34.994, -97.318,    10,  3820,  3820,  3820,  3820,  7150,    10,  8060,  8060,  8060,  8060,  8060, 254.3,   7.2,  -166,     28,   4.93, 0.96, -2,   0.0,  1.0,0.0
20130530,223000,storm1,  35.154, -97.005,   382, 35.040, -96.931,    10,  3490,  9250, 10590, 10590, 12610,    10, 10650, 10650, 10650, 10650, 12610, 251.3,   6.9,   -84,     14,   5.16, 1.00, -2,   0.0,  1.0,0.0
20130530,223001,storm1,  35.154, -97.005,   305, 35.350, -96.970,    10, 12680, 12680, 12680, 12680, 12680,    10, 12680, 12680, 12680, 12680, 12680, 251.3,   6.9,    59,     22,   5.16, 1.00, -2,   0.0,  1.0,0.0
20130530,224300,storm3,  34.534, -97.687,   360, 35.391, -97.264,    10,    10,    10, 12630, 12630, 12630,    10, 12630, 12630, 12630, 12630, 12630, 298.1,  10.6,   101,    103,   0.61, 0.30, -2,   0.0,  1.0,0.0
20130530,230251,storm3,  34.492, -97.569,   345, 35.181, -97.438,    10, 12650, 12650, 12650, 12650, 12650,    10, 12650, 12650, 12650, 12650, 12650, 290.8,  10.2,   106,     78,   0.92, 0.44, -2,   0.0,  1.0,0.0
20130530,230708,storm3,  34.484, -97.540,   369, 34.971, -97.388,    10, 10460, 10460, 10460, 10460, 10460,    10, 10460, 10460, 10460, 10460, 10460, 292.1,  10.5,   102,     56,   1.00, 0.48, -2,   0.0,  1.0,0.0
20130530,235709,storm3,  34.363, -97.229,   361, 34.617, -97.487,    10,  5340,  5340,  5340,  5340,  5340,    10,  5340,  5340,  5340,  5340,  5340, 291.9,   8.2,   156,     37,   1.84, 0.89, -2,   0.0,  1.0,1.0
20130531,223401,storm1,  35.530, -98.209,   441, 35.328, -98.353,    10,  6320,  6320,  6320,  6320,  6320,    10,  6320,  6320,  6320,  6320,  6320, 281.6,   8.6,  -106,     26,   1.03, 0.27,  3,  43.9,  2.0,0.0
20130531,223900,storm1,  35.525, -98.181,   478, 35.536, -98.350,    10,  3380,  5570,  5570,  5570,  5570,    10,  5570,  5570,  5570,  5570,  5570, 287.1,   8.1,  -164,     15,   1.11, 0.29,  3,  43.9,  2.0,0.0
20130531,224100,storm1,  35.525, -98.181,   410, 35.300, -98.260,    10,  5300,  5300,  5300,  5300,  5300,    10,  5300,  5300,  5300,  5300,  5300, 287.1,   8.1,   -85,     26,   1.11, 0.29,  3,  43.9,  2.0,0.0
20130531,230002,storm1,  35.500, -98.093,   484, 35.333, -98.096,    10,  5470,  5470,  5470,  5470,  5470,    10,  5470,  5470,  5470,  5470,  5470, 283.4,  10.3,   -75,     19,   1.41, 0.37,  3,  43.9,  2.0,0.0
20130531,230109,storm1,  35.497, -98.073,   345, 35.181, -97.438,    10, 10530, 10530, 10530, 10530, 10530,    10, 10530, 10530, 10530, 10530, 10530, 281.6,  13.6,   -17,     67,   1.49, 0.38,  3,  43.9,  2.0,0.0
20130531,230900,storm1,  35.489, -98.046,   472, 35.732, -98.389,    10,  2840,  4440,  8400,  8400,  8400,    10,  8410,  8410,  8410,  8410,  8410, 280.5,  16.5,   152,     41,   1.57, 0.40,  3,  43.9,  2.0,1.0
20130531,233203,storm1,  35.451, -97.812,   466, 35.264, -97.837,    10,  3560,  3560,  3560,  3560,  3560,    10,  3560,  3560,  3560,  3560,  3560, 289.5,   9.9,   -73,     21,   1.95, 0.50,  3,  43.9,  2.0,0.0
20130531,235700,storm1,  35.403, -97.598,   379, 35.853, -98.124,    10,  2850,  5180,  6660,  7000,  7000,    10,  6330,  6330,  6330,  7200,  7200, 277.8,  12.3,   143,     69,   2.41, 0.62,  1,   2.5,  2.0,1.0
20130601,003300,storm1,  35.369, -97.414,   362, 35.791, -97.949,    10,  7860,  7860,  7860,  9050,  9050,    10,  9050,  9050,  9050,  9050,  9050, 291.1,   6.9,   161,     67,   2.95, 0.76,  0,   2.5,  2.0,1.0
20130601,004600,storm1,  35.351, -97.355,   338, 35.180, -97.510,    10,  3450,  3450,  3450,  3450,  3450,    10,  3430,  3430,  3430,  3430,  3430, 283.7,   8.7,  -110,     24,   3.18, 0.82, -1,   0.0,  2.0,0.0
20130601,010005,storm2,  35.311, -98.003,   392, 35.075, -98.111,    10,  9900,  9900,  9900,  9900,  9900,    10,  9900,  9900,  9900,  9900,  9900, 294.3,  11.8,   -82,     28,   1.15, 0.48, -2,   0.0,  2.0,0.0
20130601,010300,storm2,  35.299, -97.965,   313, 35.830, -97.941,    10,  7800,  7800,  7800,  7800,  7800,    10,  7930,  7930,  7930,  7930,  7930, 293.4,  12.3,   116,     59,   1.23, 0.52, -2,   0.0,  2.0,1.0
20130601,015506,storm2,  35.092, -97.530,   446, 34.913, -98.207,    10,  8550,  8550,  8550,  8550,  8550,    10,  8550,  8550,  8550,  8550,  8550, 299.9,  18.0,  -127,     65,   2.07, 0.87, -2,   0.0,  2.0,0.0
20130601,015700,storm2,  35.068, -97.492,   472, 35.819, -98.420,    10,  9230,  9230,  9230,  9230,  9230,    10,  9230,  9230,  9230,  9230,  9230, 296.5,  18.6,   166,    118,   2.15, 0.90, -2,   0.0,  2.0,1.0
20130608,223306,storm1,  37.162,-100.786,   633, 36.945, -99.970,    10,  4280,  4280,  4280,  4280,  4280,    10,  4280,  4280,  4280,  4280,  4280, 340.3,   8.3,    56,     76,   1.16, 0.44, -2,   0.0,  0.0,0.0
20130608,223400,storm1,  37.162,-100.786,   832, 36.733,-100.523,    10,  4440,  4570,  4570,  4570, 12160,    10,  4530,  4530,  4530,  4530, 12160, 340.3,   8.3,    10,     53,   1.16, 0.44, -2,   0.0,  0.0,0.0
20130608,230600,storm1,  37.020,-100.721,   879, 36.493,-100.531,    10,   950,  4390,  4390,  4390,  4390,    10,  4440,  4440,  4440,  4440,  4440, 339.8,   9.5,    -0,     61,   1.71, 0.65, -2,   0.0,  0.0,0.0
20130608,232200,storm1,  36.952,-100.692,   811, 37.490,-100.350,    10, 12180, 12180, 12180, 12180, 12180,    10, 12180, 12180, 12180, 12180, 12180, 340.6,  12.7,   138,     67,   1.94, 0.74, -2,   0.0,  0.0,0.0
20130608,234200,storm1,  36.792,-100.603,  1053, 36.458,-100.656,    10,    10,  4960,  5240,  5240,  5240,   210,  5340,  5340,  5340,  5340, 11940, 318.1,  12.3,   -43,     37,   2.33, 0.88, -2,   0.0,  0.0,0.0
20130608,234238,storm1,  36.792,-100.603,   790, 37.762, -99.970,    10, 12160, 12160, 12160, 12160, 12160,    10, 12200, 12200, 12200, 12200, 12200, 318.1,  12.3,   117,    122,   2.33, 0.88, -2,   0.0,  0.0,1.0
20130609,001300,storm2,  36.735,-100.835,   916, 36.406,-100.784,    10,  6070,  6070,  6070,  6070,  6070,    10,  6070,  6070,  6070,  6070,  6070, 329.6,  17.4,   -18,     37,   0.38, 0.14, -2,   0.0,  0.0,0.0
20130609,004400,storm2,  36.477,-100.706,   857, 36.245,-100.750,    10,  4930,  4930,  4930,  4930, 10930,    10,  4930,  4930,  4930,  4930, 10930, 335.8,  14.9,   -29,     26,   0.90, 0.34, -2,   0.0,  0.0,0.0
20130609,005007,storm2,  36.409,-100.661,   728, 36.622, -99.892,    10,  4280,  4280,  4280,  4280,  4280,    10,  4300,  4300,  4300,  4300,  4300, 334.6,  14.4,    88,     73,   1.06, 0.40, -2,   0.0,  0.0,0.0
20130609,012000,storm2,  36.215,-100.549,   785, 36.020,-100.485,    10,  4710,  4710,  4710,  4710,  4710,    10,  5750,  5750,  5750,  5750,  5750, 338.6,  19.6,    -3,     22,   1.52, 0.58, -2,   0.0,  0.0,0.0
20130609,013308,storm2,  36.072,-100.480,   764, 36.479, -99.883,    10,  4990,  4990,  4990,  4990,  4990,    10,  4990,  4990,  4990,  4990,  4990, 350.6,  18.0,   123,     70,   1.75, 0.66, -2,   0.0,  0.0,0.0
20130609,021900,storm2,  35.692,-100.383,   770, 35.450,-100.305,    10,  2890,  2890,  2890,  2890,  2890,    10,  2890,  2890,  2890,  2890,  2890, 309.6,  14.9,   -30,     28,   2.48, 0.93, -2,   0.0,  0.0,0.0
20130612,021210,storm1,  42.050,-103.446,  1229, 42.134,-102.860,    10,  8280,  8280,  8280,  8280, 11760,    10, 11760, 11760, 11760, 11760, 11760, 287.8,  10.8,    34,     49,   1.44, 0.47, -2,   0.0,  1.0,0.0
20150603,230050,storm1,  38.310, -99.649,   790, 37.762, -99.969,    10, 12200, 12200, 12200, 12200, 12200,    10, 12200, 12200, 12200, 12200, 12200, 277.6,   2.8,  -105,     67,   0.26, 0.07, -2,   0.0,  1.0,0.0
20150604,012700,storm2,  39.117, -98.729,   451, 38.140, -97.430,    10, 10340, 10340, 12530, 12530, 12530,    10, 12530, 12530, 12530, 12530, 12530, 197.4,   3.9,  -120,    157,   0.68, 0.14, -1,   0.0,  1.0,0.0
20150604,012923,storm2,  39.117, -98.729,   657, 40.516, -98.951,    10, 12330, 12330, 12330, 12330, 12330,    10,    10, 12330, 12330, 12330, 12330, 197.4,   3.9,    21,    157,   0.68, 0.14, -1,   0.0,  1.0,0.0
20150604,012952,storm1,  38.073, -99.721,   646, 38.940, -99.566,    10, 11350, 11350, 11350, 12340, 12340,    10, 12340, 12340, 12340, 12340, 12340,   0.3,   5.7,    -8,     97,   2.70, 0.71, -2,   0.0,  1.0,0.0
20150604,013000,storm1,  38.073, -99.721,   680, 37.606, -99.276,    10, 12310, 12310, 12310, 12310, 12310,    10, 12310, 12310, 12310, 12310, 12310,   0.3,   5.7,  -143,     65,   2.70, 0.71, -2,   0.0,  1.0,0.0
20150604,022900,storm2,  39.318, -98.640,   411, 39.031, -97.203,    10, 12580, 12580, 12580, 12580, 12580,    10, 12580, 12580, 12580, 12580, 12580, 240.0,   4.7,   -51,    128,   1.68, 0.34,  1,   8.0,  1.0,0.0
20150604,023210,storm2,  39.328, -98.627,   373, 39.365, -97.125,    10, 12610, 12610, 12610, 12610, 12610,    10, 12600, 12600, 12600, 12600, 12600, 256.2,   4.3,   -15,    129,   1.77, 0.35,  1,   8.0,  1.0,0.0
20150604,025400,storm2,  39.329, -98.565,   451, 38.140, -97.430,    10, 12540, 12540, 12540, 12540, 12540,    10, 12540, 12540, 12540, 12540, 12540, 267.6,   4.0,   -56,    165,   2.14, 0.43,  1,   8.0,  1.0,0.0
20150604,025907,storm2,  39.334, -98.547,   675, 40.516, -98.951,    10, 12320, 12320, 12320, 12320, 12320,    10, 12320, 12320, 12320, 12320, 12320, 271.3,   4.4,   106,    136,   2.23, 0.45,  1,   8.0,  1.0,0.0
20150604,030000,storm2,  39.334, -98.547,   680, 37.607, -99.276,    10, 12310, 12310, 12310, 12310, 12310,    10, 12310, 12310, 12310, 12310, 12310, 271.3,   4.4,  -107,    202,   2.23, 0.45,  1,   8.0,  1.0,0.0
20150604,032800,storm2,  39.325, -98.442,   416, 39.031, -97.203,    10, 12580, 12580, 12580, 12580, 12580,    10, 12580, 12580, 12580, 12580, 12580, 289.8,   6.7,     8,    112,   2.69, 0.54,  0,   2.5,  1.0,0.0
20150604,033018,storm2,  39.325, -98.442,   449, 39.715, -97.069,    10,  1140,  1260,  1260, 12540, 12540,    10,   920,  1360,  1360, 12540, 12540, 289.8,   6.7,    46,    126,   2.69, 0.54,  0,   2.5,  1.0,0.0
20150604,033433,storm2,  39.314, -98.411,   369, 39.365, -97.125,    10,  1320, 12620, 12620, 12620, 12620,    10,  1320, 12620, 12620, 12620, 12620, 289.3,   5.4,    28,    111,   2.78, 0.55,  0,   2.5,  1.0,0.0
20150604,034200,storm2,  39.303, -98.374,   380, 39.458, -97.165,    10,  5230,  5230,  5230,  5230,  5230,    10, 12610, 12610, 12610, 12610, 12610, 276.1,   3.2,    18,    105,   2.96, 0.59, -1,   0.0,  1.0,0.0
20150604,040000,storm2,  39.303, -98.344,   402, 39.706, -96.864,    10,  5310,  5310,  5310,  5310,  5310,    10,  5310,  5310,  5310,  5310,  5310, 232.1,   2.7,   -25,    135,   3.23, 0.64, -1,   0.0,  1.0,0.0
20150604,042700,storm2,  39.334, -98.290,   451, 38.140, -97.430,    10, 12540, 12540, 12540, 12540, 12540,    10, 12540, 12540, 12540, 12540, 12540, 249.4,   4.5,   -86,    152,   3.69, 0.74, -1,   0.0,  1.0,0.0
20150604,042759,storm2,  39.334, -98.290,   673, 40.516, -98.951,    10, 12320, 12320, 12320, 12320, 12320,    10, 12320, 12320, 12320, 12320, 12320, 249.4,   4.5,    87,    143,   3.69, 0.74, -1,   0.0,  1.0,0.0
20150604,043013,storm2,  39.334, -98.290,   646, 38.940, -99.565,    10, 12350, 12350, 12350, 12350, 12350,    10, 12350, 12350, 12350, 12350, 12350, 249.4,   4.5,   175,    118,   3.69, 0.74, -1,   0.0,  1.0,0.0
20150604,043100,storm2,  39.334, -98.290,   408, 39.031, -97.203,    10,  1490, 12580, 12580, 12580, 12580,    10, 12580, 12580, 12580, 12580, 12580, 249.4,   4.5,   -45,    100,   3.69, 0.74, -1,   0.0,  1.0,0.0
20150604,043112,storm2,  39.340, -98.269,   450, 39.715, -97.069,    10,  9670,  9670,  9670,  9670,  9670,    10,  9670,  9670,  9670,  9670,  9670, 244.6,   4.5,    -9,    111,   3.78, 0.75, -1,   0.0,  1.0,0.0
20150604,043114,storm2,  39.340, -98.269,   368, 39.365, -97.125,    10, 12630, 12630, 12630, 12630, 12630,    10, 12630, 12630, 12630, 12630, 12630, 244.6,   4.5,   -30,     98,   3.78, 0.75, -1,   0.0,  1.0,0.0
20150604,044116,storm2,  39.341, -98.255,   446, 39.429, -96.620,    10,  1470,  1470, 12550, 12550, 12550,    10, 12030, 12550, 12550, 12550, 12550, 236.4,   5.2,   -36,    141,   3.87, 0.77, -1,   0.0,  1.0,0.0
20150604,045000,storm2,  39.357, -98.227,   396, 39.292, -96.831,    10,  1470,  8060,  8060,  8060, 12600,    10, 12600, 12600, 12600, 12600, 12600, 230.7,   8.5,   -50,    120,   4.05, 0.81, -1,   0.0,  1.0,0.0
20150617,013841,storm1,  40.724,-101.356,   932, 40.511,-101.016,    10, 12060, 12060, 12060, 12060, 12060,    10, 12060, 12060, 12060, 12060, 12060, 275.0,  16.1,   -33,     37,   0.11, 0.07, -2,   0.0,  0.0,0.0
20150617,020000,storm1,  40.707,-101.128,   775, 40.216,-100.743,    10, 12220, 12220, 12220, 12220, 12220,    10, 12220, 12220, 12220, 12220, 12220, 277.2,  10.1,   -50,     64,   0.48, 0.29, -2,   0.0,  0.0,0.0
20150617,023112,storm1,  40.668,-100.926,   930, 40.511,-101.016,    10,  2070,  2070,  2070,  2070, 12060,    10,  8450,  8450, 12060, 12060, 12060, 296.9,  10.2,   -80,     19,   0.99, 0.61, -2,   0.0,  0.0,0.0
20150617,023210,storm1,  40.662,-100.896,   674, 40.516, -98.951,    10, 12320, 12320, 12320, 12320, 12320,    10, 12320, 12320, 12320, 12320, 12320, 303.1,  10.3,    36,    165,   1.06, 0.66, -2,   0.0,  0.0,0.0
20150617,023500,storm1,  40.662,-100.896,   760, 40.535,-100.383,    10, 11830, 11830, 11830, 11830, 11830,    10, 11830, 11830, 11830, 11830, 11830, 303.1,  10.3,    23,     46,   1.06, 0.66, -2,   0.0,  0.0,0.0
20150617,025037,storm1,  40.602,-100.804,   784, 40.216,-100.743,    10, 11280, 11280, 11280, 11280, 11280,    10, 11280, 11280, 11280, 11280, 11280, 303.5,   8.9,   -42,     43,   1.34, 0.83, -2,   0.0,  0.0,0.0
20150617,025924,storm1,  40.581,-100.760,  1036, 39.358,-101.371,    10, 11960, 11960, 11960, 11960, 11960,    10, 11960, 11960, 11960, 11960, 11960, 296.6,   8.5,   -78,    146,   1.48, 0.91, -2,   0.0,  0.0,0.0
20150617,030000,storm1,  40.581,-100.760,   775, 40.216,-100.743,    10, 12220, 12220, 12220, 12220, 12220,    10, 12220, 12220, 12220, 12220, 12220, 296.6,   8.5,   -55,     41,   1.48, 0.91, -2,   0.0,  0.0,0.0
20150617,030452,storm1,  40.572,-100.712,   782, 40.216,-100.743,    10, 12210, 12210, 12210, 12210, 12210,    10, 12210, 12210, 12210, 12210, 12210, 296.6,   8.5,   -60,     40,   1.62, 1.00, -2,   0.0,  0.0,0.0
20150709,011502,storm1,  34.954,-102.405,   883, 34.982,-100.996,    10, 12110, 12110, 12110, 12110, 12110,    10, 12110, 12110, 12110, 12110, 12110, 294.8,  10.9,    31,    128,   2.08, 0.38, -2,   0.0,  0.0,0.0
20150709,013557,storm1,  34.898,-102.266,   898, 35.005,-101.043,    10, 12100, 12100, 12100, 12100, 12100,    10, 12090, 12090, 12090, 12090, 12090, 297.9,  10.6,    39,    112,   2.42, 0.44, -2,   0.0,  0.0,0.0
20150709,015500,storm1,  34.843,-102.154,   888, 35.005,-101.043,    10, 12110, 12110, 12110, 12110, 12110,    10, 12110, 12110, 12110, 12110, 12110, 293.2,   7.7,    38,    103,   2.76, 0.51, -2,   0.0,  0.0,0.0
20150709,022727,storm1,  34.803,-101.992,   893, 35.005,-101.043,    10, 12100, 12100, 12100, 12100, 12100,    10, 12100, 12100, 12100, 12100, 12100, 287.4,   8.9,    36,     89,   3.30, 0.61, -2,   0.0,  0.0,0.0
20150709,024738,storm1,  34.760,-101.875,   893, 35.007,-101.045,    10,   770,   770, 12100, 12100, 12100,    10,  7640,  8820,  8820,  8820,  8820, 321.1,   7.8,    77,     81,   3.66, 0.67, -2,   0.0,  0.0,0.0
20150709,030700,storm1,  34.703,-101.834,   887, 35.005,-101.043,    10, 12100, 12100, 12100, 12100, 12100,    10, 12100, 12100, 12100, 12100, 12100, 298.4,   7.8,    59,     80,   3.93, 0.72, -2,   0.0,  0.0,0.0
20150709,032645,storm1,  34.680,-101.726,   895, 35.005,-101.043,    10,  1020,  1170, 12090, 12090, 12090,    10,   380, 10650, 12090, 12090, 12090, 263.7,   6.7,    23,     72,   4.28, 0.78, -2,   0.0,  0.0,0.0
20150714,015959,storm1,  39.474, -86.571,   216, 40.105, -87.210,    10,  4900,  4990, 12780, 12780, 12780,    10,  7330,  7330,  7330, 12780, 12780, 333.8,  10.5,  -163,     89,   2.42, 0.75, -1,   0.0,  1.0,1.0
20150714,020000,storm1,  39.474, -86.571,   205, 39.972, -87.641,    10,  8410,  8410,  8410,  8410,  8410,    10,  8410,  8410,  8410,  8410,  8410, 333.8,  10.5,  -142,    107,   2.42, 0.75, -1,   0.0,  1.0,0.0
20150714,023500,storm1,  39.323, -86.414,   203, 40.082, -87.257,    10, 12790, 12790, 12790, 12790, 12790,    10, 12790, 12790, 12790, 12790, 12790, 305.7,  13.4,   173,    111,   2.97, 0.92, -1,   0.0,  1.0,0.0
20160426,211034,storm1,  34.227, -99.455,   350, 34.391, -98.906,    10,  8320,  8320,  8320,  8320,  8320,    10,  8320,  8320,  8320,  8320,  8320, 231.1,  15.5,   -24,     54,   0.85, 0.22, -2,   0.0,  0.0,0.0
20160426,215523,storm1,  34.438, -99.124,   311, 34.251, -98.679,    10, 10250, 10250, 11290, 11290, 11290,    10, 11290, 11290, 11290, 11290, 11290, 229.0,  11.8,   -73,     46,   1.61, 0.42, -2,   0.0,  0.0,0.0
20160426,220435,storm1,  34.466, -99.092,   350, 34.392, -98.907,    10,  2910,  2910,  2910,  2910,  6980,    10,  6980,  6980,  6980,  6980,  6980, 226.8,  11.7,   -74,     19,   1.71, 0.45, -2,   0.0,  0.0,0.0
20160426,225231,storm1,  34.679, -98.796,   313, 34.366, -98.244,    10, 12670, 12670, 12670, 12670, 12670,    10, 12670, 12670, 12670, 12670, 12670, 235.9,  12.1,   -74,     61,   2.48, 0.65, -2,   0.0,  0.0,0.0
20160426,225658,storm1,  34.705, -98.756,   333, 34.434, -98.610,    10, 12650, 12650, 12650, 12650, 12650,    10, 12650, 12650, 12650, 12650, 12650, 238.4,  11.5,  -103,     33,   2.59, 0.68, -2,   0.0,  0.0,0.0
20160426,234741,storm1,  34.878, -98.464,   385, 34.754, -98.116,    10, 12600, 12600, 12600, 12600, 12600,    10, 12600, 12600, 12600, 12600, 12600, 219.7,  14.3,   -79,     35,   3.39, 0.89, -2,   0.0,  0.0,0.0
20160426,235123,storm1,  34.914, -98.423,   370, 34.783, -98.306,    10, 12620, 12620, 12620, 12620, 12620,    10, 12620, 12620, 12620, 12620, 12620, 218.9,  15.1,  -110,     18,   3.51, 0.92, -2,   0.0,  0.0,0.0
20160429,175648,storm1,  34.394, -99.752,   293, 34.203, -98.453,    10,  8160,  8160,  8160,  8160,  8160,    10,  8160,  8160,  8160,  8160,  8160, 249.7,  11.3,   -34,    121,   0.16, 0.04, -1,   0.0,  2.0,0.0
20160429,175822,storm1,  34.403, -99.723,   380, 34.783, -98.334,    10, 12610, 12610, 12610, 12610, 12610,    10, 12610, 12610, 12610, 12610, 12610, 254.0,  11.8,    -0,    134,   0.24, 0.06, -1,   0.0,  2.0,0.0
20160429,193451,storm1,  34.695, -98.775,   365, 34.531, -98.756,    10,  6360,  6360,  6360,  6360,  6360,    10,  6360,  6360,  6360,  6360,  6360, 247.7,  18.4,  -111,     18,   1.85, 0.45,  1,  21.5,  2.0,0.0
20160429,193519,storm1,  34.695, -98.775,   335, 34.364, -98.680,    10,  3600,  3600,  3600,  3600,  3600,    10,  3600,  3600,  3600,  3600,  3600, 247.7,  18.4,  -103,     38,   1.85, 0.45,  1,  21.5,  2.0,0.0
20160429,204211,storm1,  34.867, -98.150,   350, 34.607, -98.090,    10,  7370,  7370,  7370,  7370,  7370,    10,  8610,  8610,  8610,  8610,  8610, 256.6,  13.0,   -95,     29,   2.95, 0.71,  1,  21.5,  2.0,0.0
20160429,204434,storm1,  34.867, -98.150,   308, 34.364, -97.978,    10,  7450,  7450,  7450,  7450,  7450,    10,  7450,  7450,  7450,  7450,  7450, 256.6,  13.0,   -90,     58,   2.95, 0.71,  1,  21.5,  2.0,0.0
20160429,214135,storm1,  35.066, -97.565,   308, 34.799, -97.599,    10,  8500,  8500,  8500,  8500,  8500,    10,  8500,  8500,  8500,  8500,  8500, 239.7,  18.1,  -131,     30,   3.89, 0.94, -1,   0.0,  2.0,0.0
20160429,214650,storm1,  35.092, -97.501,   310, 34.448, -97.510,    10,  9650,  9650,  9650,  9650,  9650,    10,  9650,  9650,  9650,  9650,  9650, 239.7,  18.1,  -126,     72,   4.01, 0.97, -1,   0.0,  2.0,0.0
20160508,232349,storm1,  34.517, -98.356,   306, 34.450, -98.218,    10,   840,   840,   840,   840,   840,    10,   840,   840,   840,   840,   840, 253.9,  14.6,   -50,     15,   2.42, 0.67,  9,   8.5,  1.0,0.0
20160509,003852,storm1,  34.701, -97.687,   301, 34.445, -97.589,    10, 12680, 12680, 12680, 12680, 12680,    10, 12680, 12680, 12680, 12680, 12680, 245.0,  16.3,  -102,     30,   3.60, 1.00, -1,   0.0,  1.0,0.0
20160509,204700,storm1,  34.531, -97.403,   268, 34.523, -97.213,    10, 10680, 10680, 10680, 10680, 10680,    10, 10680, 10680, 10680, 10680, 10680, 243.4,  11.0,   -34,     17,   0.22, 0.12,  4,  21.8,  2.0,0.0
20160509,205241,storm1,  34.545, -97.365,   262, 34.303, -97.100,    10,  5130,  5130,  5130,  5130,  5130,    10,  5130,  5130,  5130,  5130,  5130, 251.3,  10.6,   -70,     36,   0.32, 0.17,  4,  21.8,  2.0,0.0
20160509,215100,storm1,  34.577, -96.950,   310, 34.452, -96.951,    10,  3060,  3060,  3060,  3060,  6170,    10,  6170,  6170,  6170,  6170,  6170, 264.8,  11.0,   -97,     14,   1.31, 0.71,  3,  41.6,  2.0,0.0
20160509,220403,storm1,  34.579, -96.857,   230, 34.298, -96.966,    10, 12760, 12760, 12760, 12760, 12760,    10, 12760, 12760, 12760, 12760, 12760, 249.6,  10.2,  -132,     33,   1.52, 0.82,  3,  41.6,  2.0,0.0
20160509,224628,storm2,  34.416, -96.336,   300, 34.390, -96.823,    10,  2770,  2770,  2770,  2770,  2770,    10,  2770,  2770,  2770,  2770,  2770, 272.9,  12.4,  -173,     45,   1.19, 0.64,  1,  32.1,  2.0,0.0
20160509,233849,storm3,  33.992, -95.746,   170, 34.323, -96.040,    10, 12220, 12220, 12220, 12220, 12220,    10, 12220, 12220, 12220, 12220, 12220, 267.6,  15.8,   123,     46,   0.75, 0.40,  1,   2.5,  2.0,1.0
20160509,233900,storm3,  33.992, -95.746,   202, 34.116, -96.230,    10, 12780, 12780, 12780, 12780, 12780,    10, 12780, 12780, 12780, 12780, 12780, 267.6,  15.8,   160,     47,   0.75, 0.40,  1,   2.5,  2.0,1.0
20160516,225306,storm1,  36.404,-102.226,  1153, 36.250,-102.242,    10,  7720,  7720,  7720,  7720,  7720,    10,  7720,  7720,  7720,  7720,  7720, 285.6,  16.0,   -76,     17,   3.77, 0.45, -1,   0.0,  1.0,0.0
20160516,225603,storm1,  36.404,-102.226,  1095, 36.015,-101.993,    10, 11890, 11890, 11890, 11890, 11890,    10, 11890, 11890, 11890, 11890, 11890, 285.6,  16.0,   -45,     48,   3.77, 0.45, -1,   0.0,  1.0,0.0
20160516,235327,storm1,  36.280,-101.566,   985, 36.138,-101.534,    10,  3020,  3020,  3770,  3770,  3770,    10,  3770,  3770,  3770,  3770,  3770, 284.2,  17.9,   -62,     16,   4.77, 0.57, -1,   0.0,  1.0,0.0
20160516,235456,storm1,  36.280,-101.566,   985, 35.845,-101.441,    10, 12000, 12000, 12000, 12000, 12000,    10, 12000, 12000, 12000, 12000, 12000, 284.2,  17.9,   -59,     50,   4.77, 0.57, -1,   0.0,  1.0,0.0
20160517,005035,storm1,  36.117,-100.941,   895, 36.101,-100.822,    10,  3130,  3130,  3130,  3130,  3130,    10,  3130,  3130,  3130,  3130,  3130, 291.7,  17.0,    17,     11,   5.72, 0.68,  0,  23.3,  1.0,0.0
20160517,010005,storm1,  36.098,-100.874,   847, 36.101,-100.567,    10, 10740, 10740, 10740, 10740, 10740,    10, 10740, 10740, 10740, 10740, 10740, 292.8,  17.4,    28,     28,   5.83, 0.70,  0,  23.3,  1.0,0.0
20160517,011728,storm1,  36.018,-100.649,   652, 35.053,-100.277,    10,  8660,  8660,  8660,  8660,  8660,    10,  8660,  8660,  8660,  8660,  8660, 295.7,  18.7,   -42,    112,   6.18, 0.74,  1,   2.5,  1.0,0.0
