yyyymmdd,hhmmss,storm#,latstorm,lonstorm,altsnd, latsnd,  lonsnd,  tbot, ttop1, ttop2, ttop3, ttop4, ttop5,  wbot, wtop1, wtop2, wtop3, wtop4, wtop5,dirstm,spdstm,sndang,snddist,suptime,ntime,tor,tordur,torday,outflow
20030623,032448,storm2,  39.432, -99.081,   500, 39.665, -98.820,    10,  2090, 10800, 10800, 10800, 10800,    10,  1920,  1920, 11940, 11940, 11940, 243.7,   7.5,    17,     34,   1.41, 0.68, -2,   0.0,  2.0,0.0
20030623,033320,storm2,  39.440, -99.052,   380, 39.295, -97.777,    10,   220,   220, 11060, 11060, 11060,    10,   760,  3860,  3860, 11980, 11980, 239.1,   8.9,   -46,    111,   1.58, 0.76, -2,   0.0,  2.0,0.0
20030623,034256,storm2,  39.456, -99.014,   398, 39.469, -98.389,    10,  4960, 11010, 11010, 11010, 11010,    10,  1260,  2020, 12050, 12050, 12050, 239.2,   9.8,   -36,     54,   1.66, 0.80, -2,   0.0,  2.0,0.0
20030623,035336,storm2,  39.496, -98.924,   601, 40.276, -98.917,    10,  2320,  2320, 10790, 10790, 10790,    10,   460,  2330, 11240, 11790, 11790, 240.4,  10.9,    53,     87,   1.91, 0.92, -2,   0.0,  2.0,0.0
20030623,060656,storm3,  39.952, -99.036,   527, 40.707, -98.421,    10, 10250, 10250, 10250, 10250, 10250,    10,  1790,  7850, 11120, 11120, 11120, 260.9,   6.3,    47,     99,   4.08, 0.85,  0,   7.5,  2.0,0.0
20030623,061424,storm3,  39.958, -98.993,   709, 40.765, -99.512,    20,  1980,  9890,  9890,  9890,  9890,    60,   440,   440, 10900, 10900, 10900, 266.6,   6.8,   112,    100,   4.25, 0.88,  0,   7.5,  2.0,0.0
20030623,063024,storm3,  39.960, -98.926,   686, 39.351,-100.079,    10, 10720, 10720, 10720, 10720, 10720,    10, 11800, 11800, 11800, 11800, 11800, 265.9,  12.5,  -151,    120,   4.49, 0.93,  0,   7.5,  2.0,0.0
20030623,063856,storm3,  39.963, -98.833,   544, 39.267, -98.919,    10,  2360, 10760, 10760, 10760, 10760,    10,    10,    10,  1890, 11880, 11880, 263.0,  14.8,  -105,     78,   4.66, 0.97,  0,   7.5,  2.0,0.0
20030623,064728,storm3,  39.968, -98.777,   363, 39.215, -97.704,    10, 11030, 11030, 11030, 11030, 11030,    10,  6700,  6700, 12090, 12090, 12090, 263.0,  14.8,   -51,    124,   4.74, 0.98,  0,   7.5,  2.0,0.0
20030624,034256,storm1,  42.502, -95.859,   362, 41.881, -94.872,    10, 10810, 10810, 10810, 10810, 10810,   160,   190,  4570,  4870, 11820, 11820, 225.3,   9.2,   -93,    107,   1.42, 0.77, -1,   0.0,  2.0,0.0
20030624,035752,storm3,  42.634, -96.618,   431, 41.799, -96.968,    10, 10830, 10830, 10830, 10830, 10830,    90,   130,   400,   400, 11980, 11980, 248.7,  19.2,  -135,     97,   3.33, 0.78, -1,   0.0,  2.0,0.0
20030624,040624,storm3,  42.652, -96.559,   586, 41.900, -98.054,    30,  2520,  2520, 10850, 10850, 10850,    10,  4080,  4140, 11490, 11490, 11490, 249.0,  21.2,  -174,    149,   3.42, 0.80, -1,   0.0,  2.0,0.0
20030702,234204,storm1,  46.026, -96.700,   374, 45.294, -94.945,    10, 12620, 12620, 12620, 12620, 12620,    10,    10, 12620, 12620, 12620, 12620, 286.1,  12.8,    -8,    159,   0.58, 0.16, -2,   0.0,  0.0,0.0
20030703,004800,storm2,  46.551, -95.094,   332, 45.758, -93.630,    10, 12240, 12240, 12240, 12240, 12240,    10,    20, 12160, 12160, 12160, 12160, 291.3,   8.1,    -8,    143,   0.69, 0.24, -2,   0.0,  0.0,0.0
20030703,004931,storm2,  46.551, -95.094,   370, 45.677, -93.970,    10,  6990,  6990,  6990,  6990,  6990,    10,  6990,  6990,  6990,  6990,  6990, 291.3,   8.1,   -18,    130,   0.69, 0.24, -2,   0.0,  0.0,1.0
20030703,011300,storm1,  45.997, -96.095,   374, 45.294, -94.945,    10, 12120, 12120, 12120, 12120, 12120,    10, 12070, 12070, 12070, 12070, 12070, 283.4,  13.7,   -22,    119,   2.10, 0.59, -2,   0.0,  0.0,0.0
20030703,014405,storm2,  46.452, -94.676,   319, 45.827, -93.432,    10, 12060, 12060, 12060, 12060, 12060,    10,    50, 12000, 12000, 12000, 12000, 289.4,  14.3,    -8,    118,   1.58, 0.56, -2,   0.0,  0.0,0.0
20030703,022418,storm2,  46.367, -94.201,   370, 45.677, -93.970,    10,  9320,  9320,  9800, 12180, 12180,    10,    10,  8990,  9270, 11620, 11620, 277.4,  16.9,   -66,     79,   2.26, 0.79, -2,   0.0,  0.0,0.0
20030703,022502,storm1,  46.036, -95.593,   374, 45.294, -94.945,    10, 12290, 12290, 12290, 12290, 12290,    10,    10, 12220, 12220, 12220, 12220, 237.9,  11.7,  -100,     97,   3.27, 0.92, -2,   0.0,  0.0,0.0
20030703,025404,storm2,  46.338, -93.807,   319, 45.827, -93.431,    10, 12050, 12050, 12050, 12050, 12050,    10, 11990, 11990, 11990, 11990, 11990, 276.5,  16.8,   -53,     64,   2.75, 0.97, -2,   0.0,  0.0,0.0
20040524,232917,storm1,  35.267, -98.533,   482, 35.296, -98.300,    10,  2660,  2660,  2660,  2660,  2660,    10,  2660,  2660,  2660,  2660,  2660, 267.6,  13.5,     6,     21,   2.06, 0.66,  1,   6.7,  1.0,0.0
20040524,234506,storm1,  35.271, -98.396,   458, 35.294, -98.300,    -1,    -1,    -1,    -1,    -1,    -1,    10,    10,  2030,  2030,  2030,  2030, 252.4,  11.2,    -5,      9,   2.34, 0.75, -1,   0.0,  1.0,0.0
20040524,235401,storm1,  35.294, -98.325,   428, 35.186, -98.302,    10,  5160,  5160,  5160,  5160,  5160,    10,  5160,  5160,  5160,  5160,  5160, 256.6,   9.5,   -96,     12,   2.48, 0.79, -1,   0.0,  1.0,0.0
20040525,000747,storm1,  35.302, -98.252,   478, 35.294, -98.299,    10, 12520, 12520, 12520, 12520, 12520,    10, 12520, 12520, 12520, 12520, 12520, 244.8,   8.2,   162,      4,   2.71, 0.87, -1,   0.0,  1.0,0.0
20040525,032412,storm2,  35.399, -98.711,   340, 35.236, -97.461,    10,  9680,  9680,  9680,  9680,  9680,    10,  9680,  9680,  9680,  9680,  9680, 281.4,  11.1,     5,    115,   2.39, 0.53, -2,   0.0,  1.0,0.0
20040525,040107,storm2,  35.336, -98.432,   373, 35.226, -97.601,    10,  1740,  1740,  1740,  1740,  1740,    10,  1740,  1740,  1740,  1740,  1740, 283.8,  13.1,     8,     76,   3.03, 0.67, -2,   0.0,  1.0,0.0
20040525,041943,storm2,  35.326, -98.254,   337, 35.236, -97.461,    10, 11040, 12370, 12370, 12370, 12370,    10, 11040, 12370, 12370, 12370, 12370, 272.3,  13.5,    -5,     73,   3.38, 0.75, -2,   0.0,  1.0,0.0
20040526,220116,storm1,  35.402, -99.011,   496, 35.237, -99.047,    10, 12490, 12490, 12490, 12490, 12490,    10, 12490, 12490, 12490, 12490, 12490, 253.6,  18.9,  -120,     19,   1.42, 0.34, -2,   0.0,  0.0,0.0
20040526,223415,storm1,  35.500, -98.627,   494, 35.443, -98.364,    10,  1620,  1620,  1620,  1620,  1620,    10,  1620,  1620,  1620,  1620,  1620, 271.1,  21.5,   -14,     25,   1.98, 0.48, -2,   0.0,  0.0,0.0
20040526,224258,storm1,  35.491, -98.502,   497, 35.443, -98.364,    10,  3260,  4130,  4130,  4770,  4770,    10,  4130,  4130,  4130,  4770,  4770, 282.7,  22.0,    -8,     14,   2.12, 0.51, -2,   0.0,  0.0,0.0
20040526,225046,storm1,  35.481, -98.386,   495, 35.443, -98.364,    10,  3150,  3150,  3150,  3150,  3150,    10,  3150,  3150,  3150,  3150,  3150, 286.7,  19.0,   -45,      5,   2.26, 0.55, -2,   0.0,  0.0,0.0
20040526,233249,storm1,  35.424, -98.030,   456, 35.313, -98.131,    10, 10020, 10730, 10730, 10730, 10730,    10, 10020, 10730, 10730, 10730, 10730, 276.2,  10.3,  -119,     15,   2.93, 0.71, -2,   0.0,  0.0,0.0
20040526,234633,storm1,  35.412, -97.944,   407, 35.332, -97.943,    10,  5410,  5410,  5410,  5410,  5410,    10,  5410,  5410,  5410,  5410,  5410, 271.3,   9.1,   -88,      9,   3.14, 0.76, -2,   0.0,  0.0,0.0
20040529,223720,storm1,  35.552, -99.231,   517, 35.533, -98.719,    10,  7400,  7400,  7400,  7400,  7400,    10,  7400,  7400,  7400,  7400,  7400, 241.0,  14.7,   -37,     46,   1.33, 0.15,  0,   6.7,  2.0,0.0
20040529,233518,storm1,  35.659, -98.745,   453, 35.682, -98.349,    10,  4660,  4660,  4660,  4660,  4660,    10,  4660,  4660,  4660,  4660,  4660, 258.8,  17.1,   -10,     36,   2.25, 0.26,  2,  19.4,  2.0,0.0
20040529,234645,storm1,  35.697, -98.598,   453, 35.682, -98.349,    10,  6440,  6440,  7310, 10420, 10420,    10,  6440,  6440,  7310, 10150, 10150, 267.4,  12.4,    -7,     23,   2.46, 0.28,  2,  19.4,  2.0,0.0
20040530,000838,storm1,  35.691, -98.468,   382, 35.288, -97.953,    10, 11220, 11220, 11220, 11220, 11220,    10, 11220, 11220, 11220, 11220, 11220, 284.6,   8.6,   -26,     65,   2.83, 0.33,  2,  19.4,  2.0,0.0
20040530,001227,storm1,  35.686, -98.453,   460, 35.665, -98.351,    10,  2550,  5940,  5940,  6680,  6680,    10,  2550,  5940,  5940,  6680,  6680, 282.0,  10.3,     0,     10,   2.91, 0.33,  2,  19.4,  2.0,0.0
20040530,013102,storm1,  35.664, -97.875,   354, 35.236, -97.461,    10, 10830, 10830, 10830, 10830, 10830,    10, 10830, 10830, 10830, 10830, 10830, 265.5,   8.2,   -57,     61,   4.17, 0.48,  2,   6.7,  2.0,0.0
20090604,230325,storm1,  41.371,-104.470,  1670, 41.147,-104.350,    10, 11320, 11320, 11320, 11320, 11320,    10, 11320, 11320, 11320, 11320, 11320, 299.9,  11.6,   -31,     27,   2.06, 0.84, -2,   0.0,  0.0,0.0
20090604,230329,storm1,  41.371,-104.470,  1762, 41.161,-104.523,    10,   350,   350, 11230, 11230, 11230,    10,   350,   350, 11230, 11230, 11230, 299.9,  11.6,   -63,     24,   2.06, 0.84, -2,   0.0,  0.0,0.0
20090604,230527,storm1,  41.371,-104.470,  1844, 41.118,-104.790,    10, 11150, 11150, 11150, 11150, 11150,    10, 11150, 11150, 11150, 11150, 11150, 299.9,  11.6,   -96,     39,   2.06, 0.84, -2,   0.0,  0.0,0.0
20090604,230835,storm1,  41.354,-104.438,  1558, 41.179,-104.078,    10,  7020,  7020,  7020,  7020,  7020,    10,  7020,  7020,  7020,  7020,  7020, 295.3,  11.9,    -1,     36,   2.14, 0.88, -2,   0.0,  0.0,0.0
20090604,234325,storm2,  41.186,-104.066,  1555, 41.179,-104.078,    10,  3420,  3420,  3420,  3420,  3420,    10,  3420,  3420,  3420,  3420,  3420, 314.4,  14.7,   -90,      1,   0.53, 0.33, -2,   0.0,  0.0,0.0
20090604,235544,storm2,  41.136,-104.004,  1581, 40.870,-104.145,    10, 11410, 11410, 11410, 11410, 11410,    10, 11410, 11410, 11410, 11410, 11410, 316.2,  16.8,   -58,     32,   0.68, 0.43, -2,   0.0,  0.0,0.0
20090605,004345,storm3,  41.119,-104.709,  1666, 41.053,-104.351,    10,  7080,  7080,  9320,  9320,  9320,    10,  7080,  7080,  9320,  9320,  9320, 304.1,   9.4,    28,     31,   0.99, 0.56, -2,   0.0,  0.0,0.0
20090605,004910,storm3,  41.107,-104.687,  2108, 41.101,-105.062,    10, 10880, 10880, 10880, 10880, 10880,    10,  8350,  8350, 10880, 10880, 10880, 303.5,   9.2,  -138,     31,   1.07, 0.61, -2,   0.0,  0.0,0.0
20090605,010223,storm3,  41.071,-104.612,  1551, 40.639,-104.530,    10, 10480, 10480, 11440, 11440, 11440,    10, 10470, 10470, 11440, 11440, 11440, 297.7,  11.6,   -47,     49,   1.30, 0.74, -2,   0.0,  0.0,0.0
20090605,214312,storm1,  41.662,-104.535,  1370, 41.640,-103.934,    10,  7610,  7610,  7610,  7610,  7610,    10,  7610,  7610,  7610,  7610,  7610, 283.6,  12.2,    15,     50,   1.07, 0.14,  2,  39.1,  2.0,0.0
20090605,214337,storm1,  41.662,-104.535,  1692, 41.441,-104.344,    10,  9930,  9930,  9930,  9930,  9930,    10,  9930,  9930,  9930,  9930,  9930, 283.6,  12.2,   -39,     29,   1.07, 0.14,  2,  39.1,  2.0,0.0
20090605,215026,storm1,  41.649,-104.460,  1417, 41.644,-104.235,    10,  4970,  4970,  4970,  4970,  4970,    10,  4970,  4970,  4970,  4970,  4970, 281.3,  11.8,    13,     19,   1.22, 0.16,  2,  39.1,  2.0,0.0
20090605,215522,storm1,  41.640,-104.422,  1558, 41.278,-103.893,    10, 11430, 11430, 11430, 11430, 11430,    10, 11430, 11430, 11430, 11430, 11430, 279.3,  11.3,   -30,     60,   1.30, 0.17,  2,  39.1,  2.0,0.0
20090605,223715,storm1,  41.611,-104.133,  1371, 41.568,-103.710,    10,  3660,  3660,  3660,  3660,  8320,    10,  8320,  8320,  8320,  8320,  8320, 271.3,   8.5,    -6,     36,   1.98, 0.27, -1,   0.0,  2.0,0.0
20090605,223751,storm1,  41.611,-104.133,  1395, 41.640,-103.948,    20,  4680,  4680,  4680,  4680,  4680,    10,  4950,  4950,  4950,  4950,  4950, 271.3,   8.5,    14,     16,   1.98, 0.27, -1,   0.0,  2.0,0.0
20090605,224006,storm1,  41.608,-104.100,  1576, 41.295,-103.893,    10,  9980,  9980,  9980,  9980,  9980,    10,  9880,  9970,  9970,  9970,  9970, 269.6,   8.8,   -64,     39,   2.06, 0.28, -1,   0.0,  2.0,0.0
20090605,224202,storm1,  41.608,-104.100,  1523, 41.536,-104.325,    10, 11470, 11470, 11470, 11470, 11470,    10, 11470, 11470, 11470, 11470, 11470, 269.6,   8.8,  -158,     20,   2.06, 0.28, -1,   0.0,  2.0,1.0
20090605,231922,storm1,  41.587,-103.878,  1342, 41.568,-103.674,    10,  6610,  6610,  6610,  6610,  6610,    10,  6610,  6610,  6610,  6610,  6610, 293.2,  10.2,    23,     17,   2.67, 0.36, -1,   0.0,  2.0,0.0
20090605,233530,storm1,  41.548,-103.750,  1452, 41.278,-103.489,    10,  9570,  9570,  9570,  9570,  9570,    10,  9370,  9370,  9570,  9570,  9570, 290.8,   8.8,   -27,     37,   2.97, 0.40, -1,   0.0,  2.0,0.0
20090605,233621,storm1,  41.548,-103.750,  1197, 41.584,-103.276,    10,  2610,  2610,  6230,  6230,  7460,    10,  4350,  7460,  7460,  7460,  7460, 290.8,   8.8,    33,     40,   2.97, 0.40, -1,   0.0,  2.0,0.0
20090605,233758,storm1,  41.548,-103.750,  1482, 41.517,-104.126,    10, 11510, 11510, 11510, 11510, 11510,    10, 11510, 11510, 11510, 11510, 11510, 290.8,   8.8,  -147,     31,   2.97, 0.40, -1,   0.0,  2.0,0.0
20090606,005642,storm1,  41.525,-103.203,  1471, 41.214,-103.664,    10, 11520, 11520, 11520, 11520, 11520,    10, 10880, 11520, 11520, 11520, 11520, 286.6,  13.2,  -116,     52,   4.35, 0.58, -1,   0.0,  2.0,0.0
20090606,005654,storm1,  41.525,-103.203,  1374, 41.322,-103.280,    10, 10580, 10580, 10580, 10580, 10580,    10, 10580, 10580, 10580, 10580, 10580, 286.6,  13.2,   -84,     23,   4.35, 0.58, -1,   0.0,  2.0,0.0
20090606,005739,storm1,  41.525,-103.203,  1293, 41.169,-102.955,    10,  9740,  9740,  9740,  9740,  9740,    10,  9740,  9740,  9740,  9740,  9740, 286.6,  13.2,   -41,     45,   4.35, 0.58, -1,   0.0,  2.0,0.0
20090606,010521,storm1,  41.505,-103.121,  1309, 41.409,-102.978,    10,  5220,  5220,  6110,  6110,  6110,    10,  5230,  6900,  7070,  7070,  7070, 287.2,  12.0,   -19,     16,   4.50, 0.60, -1,   0.0,  2.0,0.0
20090606,204836,storm1,  42.142,-102.226,   848, 40.663,-100.648,    10, 12140, 12140, 12140, 12140, 12140,    10,   230, 12140, 12140, 12140, 12140, 261.6,  15.2,   -62,    211,   0.47, 0.20, -2,   0.0,  0.0,0.0
20090606,221338,storm1,  42.263,-101.344,   969, 41.554,-100.960,    10,  6820,  8120,  8120,  8120,  8120,    10,  6820,  8120,  8120,  8120,  8120, 259.3,  13.5,   -82,     85,   1.89, 0.78, -2,   0.0,  0.0,0.0
20090606,230237,storm2,  41.978,-101.209,   849, 41.134,-100.700,    10,  6500,  6500,  6500,  6500, 12140,    10,  5090,  5090,  5090,  5960, 12140, 271.6,  11.7,   -63,    103,   1.94, 0.54, -2,   0.0,  0.0,0.0
20090606,230338,storm2,  41.978,-101.209,   987, 42.041,-101.079,    10,  7160,  7160,  7160,  7160,  7160,    10,  7160,  7160,  7160,  7160,  7160, 271.6,  11.7,    35,     13,   1.94, 0.54, -2,   0.0,  0.0,0.0
20090606,230516,storm2,  41.978,-101.209,   913, 41.685,-100.513,    10,  6480,  6480,  6480,  6480,  6480,    10,  6480,  6480,  6480,  6480,  6480, 271.6,  11.7,   -27,     66,   1.94, 0.54, -2,   0.0,  0.0,0.0
20090606,230712,storm2,  41.976,-101.164,   975, 41.551,-100.943,    10,  9620,  9620,  9620,  9620,  9620,    10,  9620,  9620,  9620,  9620,  9620, 268.0,  10.7,   -71,     51,   2.01, 0.56, -2,   0.0,  0.0,0.0
20090606,232142,storm2,  41.985,-101.068,  1060, 41.756,-101.259,    10, 11930, 11930, 11930, 11930, 11930,    10,  9000,  9000,  9000,  9000,  9000, 268.8,  11.0,  -124,     30,   2.24, 0.63, -2,   0.0,  0.0,0.0
20090606,234149,storm2,  41.982,-100.910,   901, 41.893,-100.562,    10, 12090, 12090, 12090, 12090, 12090,    10,  4780,  4780,  4780,  4780,  4780, 274.5,  10.1,   -13,     30,   2.55, 0.72, -2,   0.0,  0.0,0.0
20090606,234529,storm2,  41.983,-100.880,   909, 42.011,-100.756,    10,  1400,  7600,  7600,  7600,  7600,    10,  1400,  3410,  3410,  3410,  7200, 278.7,   9.7,    29,     11,   2.63, 0.74, -2,   0.0,  0.0,0.0
20090606,234549,storm2,  41.983,-100.880,  1010, 41.745,-100.975,    10, 11980, 11980, 11980, 11980, 11980,    10,  4140,  4140,  4140,  4140,  4140, 278.7,   9.7,   -95,     28,   2.63, 0.74, -2,   0.0,  0.0,0.0
20090607,214605,storm1,  40.054, -96.403,   302, 40.639, -95.858,    10, 12690, 12690, 12690, 12690, 12690,    10,  9240,  9240, 12690, 12690, 12690, 261.4,   9.3,    44,     80,   1.01, 0.33, -2,   0.0,  1.0,0.0
20090607,225117,storm2,  39.966, -95.590,   274, 40.442, -95.067,    10, 12720, 12720, 12720, 12720, 12720,    10, 12720, 12720, 12720, 12720, 12720, 254.4,   8.4,    30,     69,   1.83, 0.25, -1,   0.0,  1.0,0.0
20090607,225717,storm1,  40.160, -95.927,   311, 40.095, -95.826,    10,  6690,  6690,  6690,  6690,  6690,    20,  6690,  6690,  6690,  6690,  6690, 250.8,  12.0,   -65,     11,   2.19, 0.72, -2,   0.0,  1.0,0.0
20090607,225837,storm1,  40.168, -95.911,   334, 40.465, -95.833,    10,  3750, 10560, 10560, 10560, 10560,    10,  1680, 10560, 10560, 10560, 10560, 256.3,  12.4,    61,     34,   2.26, 0.74, -2,   0.0,  1.0,0.0
20090607,225857,storm2,  39.977, -95.543,   352, 39.967, -94.870,    20,  9400,  9400,  9400, 10130, 10130,    20,  9400,  9400,  9400, 10130, 10130, 258.1,  10.2,   -16,     57,   1.98, 0.27, -1,   0.0,  1.0,0.0
20090607,230608,storm1,  40.186, -95.859,   351, 41.319, -96.367,    10,  9090,  9090,  9090,  9090,  9090,    10, 12640, 12640, 12640, 12640, 12640, 262.4,  12.1,    99,    133,   2.34, 0.77, -2,   0.0,  1.0,0.0
20090607,232255,storm2,  39.987, -95.356,   268, 39.074, -95.630,    10, 12730, 12730, 12730, 12730, 12730,    10, 12730, 12730, 12730, 12730, 12730, 278.0,  14.6,   -93,    104,   2.36, 0.33, -1,   0.0,  1.0,0.0
20090607,234518,storm2,  39.962, -95.125,   318, 40.061, -95.464,    10, 12670, 12670, 12670, 12670, 12670,    10, 12670, 12670, 12670, 12670, 12670, 272.1,  14.5,   162,     31,   2.75, 0.38,  0,   2.5,  1.0,1.0
20090607,234802,storm1,  40.258, -95.579,   250, 40.404, -95.615,    10,  9720,  9720,  9720,  9720,  9720,    10,  9720,  9720,  9720,  9720,  9720, 229.1,  11.0,    52,     17,   3.04, 1.00, -2,   0.0,  1.0,0.0
20090607,235017,storm2,  39.960, -95.082,   366, 39.966, -94.870,    10,  3130,  3130,  3130,  3590,  3590,    10,  4270,  4270,  4270,  4270,  4270, 272.3,  15.5,     5,     18,   2.82, 0.39,  0,   2.5,  1.0,0.0
20090608,011926,storm2,  39.880, -94.280,   305, 39.762, -94.299,    10,  5790,  7450,  7450,  7450,  7450,    10,  6120,  6220,  6220,  6220,  7320, 266.1,  12.1,  -102,     13,   4.36, 0.60,  0,   2.5,  1.0,0.0
20090608,013012,storm2,  39.887, -94.198,   322, 40.056, -94.640,    10,  8750,  8750,  9960, 12670, 12670,    10,  8790,  9970, 12670, 12670, 12670, 264.5,  10.8,   146,     42,   4.51, 0.62,  0,   2.5,  1.0,0.0
20090609,230622,storm1,  37.699, -99.849,   673, 37.918, -99.415,    10,  7880, 11000, 11000, 11000, 11000,    10,  7880, 11000, 11000, 11000, 11000, 276.2,  14.9,    40,     45,   1.70, 0.51,  0,   2.5,  1.0,0.0
20090609,231900,storm1,  37.685, -99.715,   712, 37.587, -99.449,    10,  7320,  7320,  7320,  7320,  7320,    10,  7320,  7320,  7320,  7320,  7320, 278.2,  15.0,   -15,     26,   1.93, 0.58,  0,   2.5,  1.0,0.0
20090609,234411,storm1,  37.655, -99.439,   619, 37.942, -99.096,    10, 12370, 12370, 12370, 12370, 12370,    10,  9600, 12370, 12370, 12370, 12370, 276.7,  12.6,    55,     44,   2.40, 0.72,  0,   2.5,  1.0,0.0
20090609,234638,storm1,  37.655, -99.439,   713, 37.646, -99.754,    10, 12280, 12280, 12280, 12280, 12280,    10, 12280, 12280, 12280, 12280, 12280, 276.7,  12.6,  -170,     28,   2.40, 0.72,  0,   2.5,  1.0,0.0
20090609,235406,storm1,  37.646, -99.358,   673, 37.609, -99.177,    10, 12320, 12320, 12320, 12320, 12320,    10, 12320, 12320, 12320, 12320, 12320, 279.6,  11.8,    -2,     16,   2.55, 0.76,  0,   2.5,  1.0,0.0
20090609,235920,storm1,  37.645, -99.326,   645, 37.825, -99.123,    10, 12350, 12350, 12350, 12350, 12350,    10, 12350, 12350, 12350, 12350, 12350, 282.5,  11.2,    64,     27,   2.63, 0.79, -1,   0.0,  1.0,0.0
20090610,001600,storm1,  37.621, -99.224,   788, 37.799,-100.001,    10,    10,    10, 12180, 12180, 12180,    10,  1850,  3970,  3970, 12180, 12180, 272.0,  10.6,   166,     71,   2.86, 0.86, -1,   0.0,  1.0,0.0
20090611,232939,storm1,  38.042,-104.039,  1195, 38.101,-103.143,    10,  8740,  8740,  8740,  8740,  8740,    10,  8740,  8740,  8740,  8740,  8740, 265.4,   9.5,    -1,     79,   0.69, 0.06,  0,   2.5,  1.0,0.0
20090612,000631,storm1,  38.035,-103.768,  1301, 38.231,-103.510,    10,  1320,  1320,  1320,  1320,  1320,    10,  1330,  1330,  1330,  1330,  1330, 273.0,   8.9,    48,     31,   1.30, 0.12,  0,   2.5,  1.0,0.0
20090612,001346,storm1,  38.026,-103.743,  1274, 38.108,-103.518,    10,  4000,  4000,  4000,  7770,  7770,    10,  2390,  3270,  3270,  3480,  7770, 270.4,   9.6,    25,     22,   1.38, 0.13, -1,   0.0,  1.0,0.0
20090612,001443,storm1,  38.033,-103.717,  1301, 37.932,-103.199,    10, 11690, 11690, 11690, 11690, 11690,    10, 11690, 11690, 11690, 11690, 11690, 270.4,  10.1,   -13,     47,   1.46, 0.14, -1,   0.0,  1.0,0.0
20090612,003632,storm1,  38.026,-103.575,  1278, 37.960,-103.730,    10,  9470, 10960, 10960, 10960, 10960,    10,  5430, 10960, 10960, 10960, 10960, 273.0,  10.7,  -148,     15,   1.78, 0.17, -1,   0.0,  1.0,0.0
20090612,005027,storm1,  38.026,-103.472,  1275, 38.084,-103.398,    10,  1510,  1510,  1510,  1510,  1510,    10,   930,   930,   930,   930,   930, 284.1,   9.9,    63,      9,   2.01, 0.19, -1,   0.0,  1.0,0.0
20090612,005545,storm1,  38.018,-103.446,  1183, 38.088,-103.205,    10,  4210,  4210,  4210,  4210,  4210,    10,  4210,  4210,  4210,  4210,  4210, 283.7,   9.5,    38,     22,   2.09, 0.20, -1,   0.0,  1.0,0.0
20090612,005840,storm1,  38.007,-103.418,  1298, 37.775,-103.158,    10, 11690, 11690, 11690, 11690, 11690,    10, 11690, 11690, 11690, 11690, 11690, 278.6,   8.9,   -38,     34,   2.16, 0.20, -1,   0.0,  1.0,0.0
20090612,012402,storm1,  38.014,-103.285,  1275, 37.986,-103.510,    10, 11710, 11710, 11710, 11710, 11710,    10, 11710, 11710, 11710, 11710, 11710, 259.5,  11.3,   176,     20,   2.55, 0.24, -1,   0.0,  1.0,1.0
20090612,013544,storm1,  38.031,-103.166,  1097, 38.107,-102.691,    10,   560,   560,   560,  7560,  7560,    10,  7560,  7560,  7560,  7560,  7560, 269.8,  11.9,    11,     42,   2.78, 0.26, -1,   0.0,  1.0,0.0
20090612,013625,storm1,  38.031,-103.166,  1197, 38.113,-102.961,    10,   240,   240,   240,   850,   850,    10,   240,   240,   240,   840,   840, 269.8,  11.9,    27,     20,   2.78, 0.26, -1,   0.0,  1.0,0.0
20090612,020607,storm1,  37.968,-102.898,  1398, 37.673,-102.756,    10, 11590, 11590, 11590, 11590, 11590,    10, 11590, 11590, 11590, 11590, 11590, 295.1,  14.3,   -38,     35,   3.31, 0.31, -1,   0.0,  1.0,0.0
20090612,021042,storm1,  37.954,-102.865,  1113, 38.113,-102.638,    10,  4000,  4000,  4000,  4000,  4000,    10,  4000,  4000,  4000,  4000,  4000, 294.9,  14.5,    72,     27,   3.39, 0.32, -1,   0.0,  1.0,0.0
20090612,021243,storm1,  37.954,-102.865,  1069, 38.118,-102.449,    10, 11920, 11920, 11920, 11920, 11920,    10,  8240,  8240, 11920, 11920, 11920, 294.9,  14.5,    57,     41,   3.39, 0.32, -1,   0.0,  1.0,0.0
20090612,021654,storm1,  37.938,-102.816,  1174, 38.100,-103.138,    10, 11820, 11820, 11820, 11820, 11820,    10, 11820, 11820, 11820, 11820, 11820, 293.0,  13.8,   176,     33,   3.47, 0.33, -1,   0.0,  1.0,0.0
20090614,001405,storm1,  35.378,-101.685,  1007, 35.557,-101.169,    10, 11200, 11460, 11460, 11460, 11460,    10, 11060, 11060, 11060, 11460, 11460, 247.0,  10.2,    -4,     51,   0.38, 0.23, -2,   0.0,  0.0,0.0
20090614,004502,storm1,  35.438,-101.531,  1064, 35.353,-101.642,    10, 11930, 11930, 11930, 11930, 11930,    10, 11930, 11930, 11930, 11930, 11930, 264.0,   8.6,  -144,     14,   0.84, 0.50, -2,   0.0,  0.0,0.0
20090614,005109,storm1,  35.439,-101.479,  1055, 35.443,-101.296,    10,   940,   940,   940,   940,   940,    10,   940,   940,   940,   940,   940, 261.6,   9.1,    -9,     17,   0.99, 0.59, -2,   0.0,  0.0,0.0
20090614,010529,storm1,  35.450,-101.396,   999, 35.412,-101.045,    10, 11990, 11990, 11990, 11990, 11990,    10, 11990, 11990, 11990, 11990, 11990, 245.9,  11.9,   -36,     32,   1.22, 0.73, -2,   0.0,  0.0,0.0
